numero_passage,sortie,sortie_choix_libre,sortie_passage_ignore,nombre_de_cases,nombre_de_coches_requises,action,duree,environnement,illustration,carte,description_fin,combat,blessure,objet_acquis,objet_perdu,objet_requis,type_de_stockage,competence_requise,test_aleatoire,code_acquis,code_perdu,code_requis,etat_du_monde_acquis,etat_du_monde_requis,divinite_acquise,divinite_perdue,divinite_requise,resurrection_acquise,resurrection_perdue,benediction_acquise,benediction_perdue,niveau_equipage_modifie,titre_et_honneur_acquis,titre_et_honneur_perdu,sortie_objet_acquis,sortie_objet_perdu,sortie_objet_requis,sortie_test_competence,sortie_test_aleatoire,sortie_code_acquis,sortie_code_requis,sortie_etat_du_monde_acquis,sortie_etat_du_monde_requis,sortie_condition_requise,sortie_classe_requise,sortie_divinite_acquise,sortie_divinite_requise,sortie_benediction_perdue,sortie_benediction_requise,sortie_titre_et_honneur_requis,sortie_niveau_equipage_modifie,sortie_niveau_equipage_requis,sortie_nombre_de_coches_requises,sortie_autre_livre,doute,commentaire
422,414,0,,,,"démasquer, libérer, dialoguer",,"ferme, village",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,572,2,,,,"butiner, explorer, observer, écouter",,caverne,,,,,,charde (15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,e,1,,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charde (30),charde (30),,,,,,,,,,,,,,,,,Par-delà la mer de sang noir (99),,
,142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,être à la Cité de Marlock,,,,,,,,,,,,
,555,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,être à Port-Jaune,,,,,,,,,,,,
425,534,2,,,,"dialoguer, suivre, s'infiltrer",,"rue, maison",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,270,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,378,0,,,,"dialoguer, accepter une quête",,,,,,,,amulette de protection,,,,,,Animosité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,578,0,1,,,"visiter, dialoguer",,cité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arnaqueur,,,,,,,,,,,,,,,
,152,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,497,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,338,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,492,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,621,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,278,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,145,0,,,,combattre,,,,,,homme-rat (2),,,mort-aux-rats,mort-aux-rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,308,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,89,2,,,,"nager, observer",,épave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,363,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,586,0,,,,naviguer,,"navire, baie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d6,,,,,,,,,,,,,,,,,
,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d6,,,,,,,,,,,,,,,,,
,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d6,,,,,,,,,,,,,,,,,
,264,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d6,,,,,,,,,,,,,,,,,
431,e,2,,,,"observer, dialoguer, explorer",,"tente, cave",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Les Richesses du Golnir (48),,
,e,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Les Hordes des Grandes Steppes (185),,
,e,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Par-delà la mer de sang noir (100),,
,656,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,10,0,,,,"dialoguer, tromper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,172,2,,,,"surprendre, combattre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,379,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,100,0,,,,stocker,,maison,,,,,,,stockage (tout ce qui est stocké ici),,"maison (charde, objet)",,2d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,526,0,,,,rejoindre un culte,,,,,,,,,,,,Combat,,,,,,,Tyrnai,,aucune autre divinité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,195,0,,,,voyager,,île,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,235,0,,,,rejoindre un culte,,,,,,,,,charde (50),charde (50),,,,,,,,,Sig,,aucune autre divinité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,244,0,,,,escalader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,555,2,,,,naviguer,,"mer, côte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,430,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,366,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,568,0,,,,rejoindre un culte,,,,,,,,,charde (60),charde (60),,,,,,,,,Elnir,,aucune autre divinité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,22,0,,,,"escalader, s'infliltrer",,temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
442,21,2,,,,visiter,,cité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,178,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,265,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,420,0,,,,"observer, fuir",,mer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,51,0,,,,"fuir, naviguer",,mer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d6,,,,,,,,,,,,,"mauvais, bon, hors pair",,,,
,402,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d6,,,,,,,,,,,,,"mauvais, bon, hors pair",,,,
445,349,2,,,,"escalader, s'inflitrer, observer",,temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,569,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,226,0,1,1,,attendre,journée (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,,,,
,328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,,,,
447,35,0,,,,"se reposer, voyager",,"plage, falaise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,220,0,,,,,,,,,,,,,charde (20),charde (20),,,,,,,,,,,Alvir et Valmir,,,Protection des Tempêtes,,,,,,,,,,,,,,,,,,,,,,,,,,
449,503,0,,,,"s'infiltrer, explorer, observer",,"tunnel, nid, laboratoire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,,,,
,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,,,,
450,378,1,,,,dialoguer,,bassin,,,,,,,,,,,,,,,,,,,,,,,,,,,,charde (35),charde (35),,,,,,,,,,,,,,,,,,,
,510,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,575,0,,,,"dialoguer, enquêter",,taverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bouclier au dragon noir,,,,,,,,,,,,,,,,,,,
,329,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,195,0,,,,commercer,,marché,,,,,,"armure de cuir, arme, mandoline, boussole, corde, lanterne, charde (selon ventes)","armure de cuir, broigne, cotte de maille, arme, baguette d'ambre, mandoline, outils de crochetage, insigne sacré, boussole, corde, lanterne, matériel d'escalade, sac de perles, mort-aux-rats, pioche, pépite d'argent, charde (selon achats), flûte en argent","armure de cuir, broigne, cotte de maille, arme, baguette d'ambre, mandoline, outils de crochetage, insigne sacré, boussole, corde, lanterne, matériel d'escalade, sac de perles, mort-aux-rats, pioche, pépite d'argent, charde (selon achats), flûte en argent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,579,0,,,,"se reposer, voyager",,plage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,188,0,1,1,,"dialoguer, se faire réduire à l'esclavage",,cachot,,,,,,,,,,,,Apache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,142,0,,,,"embarquer, commercer",,"port, navire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charde (15),charde (15),,,,,,,,,,,,,,,,,Les Richesses du Golnir,,
456,375,0,,,,"dialoguer, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appât,,,,,,,,,,,,,,,
,255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anneau royal,,,,Arche,,,,,,,,,,,,,,,
,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,507,0,,,,se réveiller,,"rêve, navire",,,,,,,,,,,,,,,,,,,,,,Protection des Tempêtes,,,,,,,,,,,,,,,,,,,,,,,,,,
458,60,2,,,,voyager,,route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,548,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,299,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,659,2,,,,"commercer, dialoguer",,,,,,,,,charde (50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,186,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,327,0,1,,,"explorer, s'éclairer",,tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amulette de cuivre,,,,Acide,,,,,,,,,,,,,,,
,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lanterne, bougie, autre source de lumière",,,,,,,,Mage,,,,,,,,,,,
461,110,2,,,,explorer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,560,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,387,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,294,2,,,,visiter,,temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,624,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alvir et Valmir,,,,,,,,,
,448,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,174,2,,,,pister,,caverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,287,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,559,0,,,,"aborder, piller",,"navire, mer",,,,,,"charde (100), cargaison (1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,389,0,,,,"combattre, commander",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,,,,,,,,,,,,,
,214,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,,,,,,,,,,,,,
466,259,2,,,,voyager,,route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,510,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,548,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,395,0,,,,"observer, dialoguer",,temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,,,,,total inférieur ou égal au Niveau du personnage,,,,,,,,,,,,
,551,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,,,,,total supérieur au Niveau du personnage,,,,,,,,,,,,
468,393,0,,,,pister,,rue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
469,100,0,,,,"dialoguer, accepter une quête",,,,,,,,,,,,,,Antienne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,10,0,,,,"combattre, dialoguer, se faire tromper",,rue,,,,,,,charde (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,369,0,1,,,"dialoguer, accepter une quête",,,,,,,,,,,,,,Animal,,,,,,,,,,,,,,,,,,,,,Animal,,,,,,,,,,,,,,,
,544,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,667,0,1,,,"observer, dialoguer, accepter une quête",,fort,,,,,,,,,,,,Alissia,,,,,,,,,,,,,,,,,,,,,Décrépitude,,,,,,,,,,,,,,,
,e,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Les Hordes des Grandes Steppes (225),,
,299,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,259,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,548,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,610,0,1,1,,"observer, visiter, ",,marché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,459,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charde (50),,,,,,,,,,,,,,,,,,,
,400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,5,2,,,,observer,,montagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,347,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,548,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,135,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,79,2,,,,"tomber, fuir",,tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,296,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,127,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,x,0,,,,"diaoguer, combattre",,,,,combat fatal contre l'homme au cache-oeil,homme au cache-oeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,x,0,,,,mourir,,,,,Ingestion par le dragon des mers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,71,0,,,,commercer,,,,,,,,,charde (600),charde (600),,,,,,,,,,,Nagil,"""Temple de Nagil, Le Royaume déchiré 350""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,x,0,,,,"combattre, démasquer",,,,,combat fatal contre des escrocs,"premier escroc, deuxième escroc, troisième escroc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,244,0,,,,dialoguer,,montagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,141,0,,,,se faire bénir,,,,,,,,,charde (20),charde (20),,,,,,,,,,,Maka,,,Maka,,,,,,,,,,,,,,,,,,,,,,,,,,
482,615,0,,,,se faire bénir,,,,,,,,,charde (25),charde (25),,,,,,,,,,,Lacuna,,,Lacuna,,,,,,,,,,,,,,,,,,,,,,,,,,
483,323,1,,,,se reposer,jour (selon achats),taverne,,,,,,,charde (selon achats),charde (selon achats),,,,,,,,,,,,,,,,,,,,charde (3),charde (3),,,,,,,,,,,,,,,,,,,
,510,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,120,0,,,,naviguer,,mer,,,,,1,,,,,,,,,,,,,,,,,,,mauvais,,,,,,,1d6,,,,,,,,,,,,,,,,,
,430,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,,,,,,,,,,,,,,,,,
,136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,,,,,,,,,,,,,,,,,
485,x,0,,,,"faire naufrage, se noyer",,mer,,,nauffrage,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2d6,,,,,total supérieur au Niveau du personnage,,,,,,,,,,,,
,193,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d6,,,,,total inférieur ou égal au Niveau du personnage,,,,,,,,,,,,
486,x,0,,,,"explorer, combattre",,caverne,,,combat fatal contre un gorlock,gorlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,315,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,348,0,,,,aucune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
,189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
488,118,0,,,,"se faire soigner, se faire réduire à l'esclavage",,,,,,,,,"charde (tout), objet (tout)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,85,0,,,,se faire tromper,,navire,,,,,,sac de galets,sac de perles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,47,0,,,,"combattre, lire",,tombeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,x,0,,,,mourir,,,,,piège tendu par des bandits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,427,2,,,,voyager,,route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,318,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,116,0,,,,"incanter, se transformer, nager",,"plage, sous l'eau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ancre,,,,,,,,,,,,,,,
,238,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,580,0,,,,"incanter, se transformer, dialoguer, tromper",,tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,e,1,,,,"visiter, commercer",,"baie, village",,,,,,,,,,,,,,,,,,,,,,,,,,,,charde (50),charde (50),,,,,,,,,,,,,,,,,Les Hordes des Grandes Steppes (55),,
,244,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,518,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,299,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,317,0,1,1,,"naviguer, embarquer, butiner",,"mer, navire",,,,,,lance magique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,525,1,,,,se reposer,jour (selon achats),taverne,,,,,,,charde (selon achats),charde (selon achats),,,,,,,,,,,,,,,,,,,,charde (3),charde (3),,,,,,,,,,,,,,,,,,,
,427,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,100,0,,,,se faire passer à tabac,,rue,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,555,2,,,,"embarquer, dialoguer",,"port, navire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,526,0,,,,"ressusciter, dialoguer",,temple,,,,,,,"charde (tout), objet (tout)",,,,,,,,,,,,,,toute résurrection du Temple de Tyrnai,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,288,0,,,,se faire voler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Le montant n'est pas indiqué. Il n'est pas indiqué non plus dans le passage précédent, qui propose simplement de ""payer une rançon""."
,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charde (selon rançon),charde (selon rançon),,,,,,,,,,,,,,,,,,,
502,e,0,,,,"dialoguer, commander",,"navire, mer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,niveau supérieur ou égal à 4,,,,,,,,,,Par-delà la mer de sang noir (77),,
,420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,niveau inférieur à 4,,,,,,,,,,,,
503,427,0,,,,"démasquer, dialoguer",,"tunnel, village",,,,,,Livre des Sept Sages,,,,,,Apeuré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,345,0,1,1,,"naviguer, observer",,"mer, côte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,362,2,,,,"dialoguer, donner",,lac,,,,,,,pépite d'argent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,561,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,331,1,,,,se reposer,jour (selon achats),taverne,,,,,,,charde (selon achats),charde (selon achats),,,,,,,,,,,,,,,,,,,,charde (3),charde (3),,,,,,,,,,,,,,,,,,,
,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,195,2,,,,naviguer,,mer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,430,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,190,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,312,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,206,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,320,0,,,,"se réveiller, se faire voler, dialoguer",,entrepôt,,,,,,,"charde (tout), objet (tout)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,625,0,,,,"observer, dérober",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piété,,,,,,,,,,,,,,,,,,
,279,0,,,,,,,,,,,,cotte de mailles dorée de Tyrnai,,,,,,,,,,,,,,,,,,,,,,,,Piété,,,,,,,,,,,,,,,,,,
510,450,2,,,,visiter,,village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,342,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
